ID,Name,Review Content,Review ID
11,Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,"['genuine product, very nyc fone in dis price range, recommend 👌🏻👌🏻👌🏻👌🏻', 'Nice product', 'Condition bohat achi thi brand new hai mobile.Highly recommended.Seller is also cooperative.But Delivery thori slow hui', 'genuine product, very nyc fone in dis price range, recommend 👌🏻👌🏻👌🏻👌🏻', '#11.11 Original mobile received by seller and well packed. Got at special price in 11.11 discount even less than wholesale market. All thanks to Daraz for providing us such wonderful platform.', 'the best thing i like is the quick chat response of the seller, phone set i received is original and 100% ok, thanks seller', 'ماشاءاللہ 11:11 کی سیل میں آرڈر کیا تھا اور ڈیلیوری ٹائم پیر 27 نومبر کی تھی لیکن ٹائم سے پہلے ہی ڈیلیور ہوگیا، سیلر بہت ہی ایماندار ہیں جینوئن سیل پیک پراڈکٹ بھیجی ہے۔', 'good phone. received on time. little bit fearful before ordering as this is a new store but as I know daraz return policy and seller also give surety and confidence so I bought it. wonderful phone in this budget. good communication. reviewed after 3 days of use', 'I order mobile in green color but seller send me in black color . Mobile is same as shown in picture.', ""Original phone received seller is very supportive. Overall mobile phone is OK but lagging too much as per my experience I don't suggest Redmi mobile anymore more, OPPO is very good."", 'Well packed and original product ..little-bit late delivery due 11.11 sale thats why justifiable . Seller is honest and always send orignal phone.i am a regular buyer from hos store', 'Really its good, I am satisfied from this Mbl Phone.']","['Shazib B.', 'Nouman Z.', '3***2', 'Shazib B.', 'Latif M.', 'Asif K.', 'Noman D.', '3***5', 'Numair A.', 'Hussain K.', 'Kamran C.', 'Tufail Y.']"
12,Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,"['Mashallah 11.11 Sale Received safe packed PTA approved Dilivered in time response excellent Great Quality Satisfied original item received thanks seller and Daraz 👍👍😁😊', 'Quality is good. Original product. Non activated', '# 11.11 brand new. pin packed. good quality. got in 20000/- only. made in Pakistan. Seller Recommended.', 'Good Product delivered with seal pack Thanks Daraz', 'good product. well packed.', '👍', '#11.11', 'original mobile with all sealed, pta approved recommended 👍', ""bohat acha Hy original 💯 ok set no active seller bahi boaht aala phone 📱 acha Hy Jo btya wo diya I'm Soo happ"", 'Pin pack.. With charger and cable... Thanks seller for such an amazing product in cheap price', '#11.11 Thanks to daraz and HBL mega deal I got this phone in very good discount, and thanks to Seller for sending original product, But Unfortunately Samsung is not providing good display in A04 which is not good , Other than this unpleasant display everything is qood', 'mashallah deliver same mobile as shown in daraz mega deal']","['Raz M.', 'Muhammad Y.', 'AC R.', 'Asif M.', 'Rana S.', 'tanveer', 'Shahid D.', 'Nadir K.', 'Asma S.', 'Muhammad A.', 'Arslan Z.', 'Syed S.']"
13,Samsung A34 - 8GB/256GB - 6.6 inches Display - Android 13 - 5000mAh Battery,"['#11.11 its my Best Purchase of 11 11 sale on Daraz .. Got a huge Discount of 12k From Daraz and HBL .. Box Pack .. Official PTA Approved .. Genuine Samsung Device .. Honestly i am really Greatful to Daraz for their efforts .. Delivering such Quality Services and Affordable Prices .. Original Product .. I for Sure Recommend the Seller and the Product .. Thank You Daraz .. 👍', 'This phone is awesome. Properly packed, genuine product. fast delivery', 'Best phone.. same as shown.. market competitive price and comes sealed packed. Delivered in just under 24 hours. Thank You seller.', 'This phone is awesome. Properly packed, genuine product. fast delivery', 'very nice and looked authentic 👍 but the delivery time was too late, I have got this after 8 days.', 'GOOD Experience. First it was sent by draz through a bike rider but when he came to know price of the shipment he refused to deliver it and hence attempted delivery became unsuccessful on11-11-2023. Later it was delivered next day through delivery van. Thanks to ALMIGHTY ALLAH that I have received it in original condition without any damage. Valuable shipment should be handled and delivered with great care in future.', 'it is a fantastic item it is awesome item', 'Original Product. Fone is Good. Will update my review after using the fone for 7 days', 'Good Quality samsung A34 and Best Daraz store', '#RWC2 Good phone. Original Samsung. Nice packaging. Fast delivery. Overall a wonderful experience shopping from Daraz Mall #RWC2', 'Very nice phone. Bought at a very reasonable price from market. 100% original. PTA approved.', 'Superb. I am so happy to find Sasta and behtreen mobile than market by using HBL Voucher. Thank you Daraz Thank you Samsung']","['Suhaib A.', 'Faizan T.', 'Yasir A.', 'Faizan T.', 'Raheel R.', 'ARSHAD M.', 'Ghulam A.', 'Hassaan A.', 'Imdad A.', 'S***.', 'Umer A.', 'Muhammad S.']"
14,Samsung A04 3GB+32GB,"[""Perfect mobile for adult people.. i bought it for my relative and she is so happy now.. whatever it's SAMSUNG brand beeru 😇"", 'Phone is 100% Genuine / Brand New / Sealed Pack with company Seal. Men ne is store se pehlay bhi kafi samsung fones purchase kiye hain or kabhi bhi mayusi nahi hui or is dafa bhi umeed se barh kr cheez mili hai. Agar kisi ko samsung phone lena hai to market janay ki koi zarurat nahi hai ye store kafi hai. Thank you Seller and Thank you Daraz.', 'Received as Order. Thanks', 'I liked this product', 'Good phone.! nice job daraz. delivery was late pk-dex service is slower than others.', ""The smart phone is original working beatiful. I'm giving this review after one day use. the seller was good as well as the service of daraz. thanks daraz I'm satisfied."", 'excellent product good product timely delivered', 'Best experience Allhumdullillha🙏🏻❤️', '100% genuine product. Amazing hassle free service and same day delivery. Extremely satisfied and highly recommended to buy from this flagship store', 'Very well packed. Brand new product. This is my second purchase from samsung official store. Loved it! But Warranty card is missing in the box. Where i could get the warranty card from?', '#11.11', 'outstanding mobile.same as shown. Real value for money . #RWC2#ReviewWorldCup2']","['Salman J.', 'F***.', 'Hafiz M.', 'Jawad M.', 'Dr. M.', 'Hazrat B.', 'Adeel S.', 'Aroob J.', 'Batool A.', 'e***.', 'Alpha B.', 'Zainab T.']"
15,Samsung A14 6/128,"['very fast delivery and origional sealed pack mobile I am satisfied', 'سام سنگ 2023 کی بہترین پروڈکٹ ہے بہترین ڈسکاؤنٹ شکریہ', 'not recommended, not a good set, camera not good,touch very poor, performance also poor, charger not included in box. be careful', 'Allhamdullilah 🥰 Very Good mobile recieved on time good features but only concern is warranty because seller is not properly guiding about that', 'سام سنگ 2023 کی بہترین پروڈکٹ ہے بہترین ڈسکاؤنٹ شکریہ', 'Very nice mobile with fast delivery by daraz', 'Buhat acha experience hy', ""amazing choice of phonenin this price range currently. bcz i used note 20 ultra before this and now using this A14. not big differencebof performance in this price. phone was well packed and new untouched. so don't hesitate to buy samsung A14, 6/128"", 'Very satisfied with the delivery time and packaging. This was a gift to my mother and she is really happy', 'It is a good phone in the price range and delivery was very fast. Thank you.', 'First Experience to purchase cellphone at this platform. I am satisfied with the seller and also delivery service as i just received within 2 days, willing to purchase more in future. ✌🏻', ""quality is good but the saller didn't send changing adopter only send cable which is out of mind that why he send mobile without charging adopter.The packing and only cable video attached""]","['faheem', 'Khurram J.', 'Malik S.', 'Malik R.', 'Khurram J.', 'V***.', '0***7', 'Ghulam H.', 'Muhammad J.', 'mustafa', 'shaheryar J.', 'Fahim U.']"
16,Honor X5 Dual SIM 2GB RAM 32GB 4G 1Year Official Warranty,"['Amazing phone within the discounted price of #11.11 I would recommend everyone if you are looking to get the basics done alright and don’t want to spend too much this is the right choice. Quality is not cheap like other phones in this budget. However I do have one complaint as the phone down have a case in the box and no warranty card. #11.11', 'i am using this mobile for 5 days now. best mobile for basic tasks like whatsapp call youtube etc. i received it on 11.11 sale at price 15k which is too good deal. everyone appriciate its look. working smooth and battery timing is too good. 👍', 'Received Brand new box packed mobile. Quality Seems to be good. Performance is also fine. Excellent product, Original and value for Money.', 'Received Brand new box packed mobile. Quality Seems to be good. Performance is also fine. Excellent product, Original and value for Money.', 'Many thanks daraz team and same specs as in description and mobile is very well.. Its surprise gift to my mother and she is very happy after getting this 😍', 'beautiful cell.. original honor x5 seal peck..', 'nice products nice quality fast delivery', 'Mashallah bhoot acha phone ha or as price ma bhoot he best ha Thanks bahi Allah pak khouss rhky ap ko🥰', 'amazing product timely delivered highly recommend', 'Reached safely with outstanding paking, beautiful set', 'Original Phone Good Price Thanks Daraz❤️', 'Perfect 💪']","['Muhammad U.', 'bilal K.', 'Muhammad U.', 'Muhammad U.', '3***6', 'Uzair A.', 'Muhammad B.', 'Ahsan K.', 'athaar N.', 'Qamar S.', 'M Z.', 'Fahad U.']"
17,"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging","['Mashallah phone Tu great ha budget friendly value for money packing company packing mei tha seal pack sound system JBL company Ka ha sound la Jawab ha 10/10 for seller and for phone 10/8', 'Great phone and in same condition box packed sealed. Orrigional accessories. Everything is great but delivery was not good by leopard. They tell that delivery is not in that area.', 'thankyou Alhamdulillah trading co for delivering phone fast and on time. they delivered box packed genuine product. businesses like Alhamdulillah trading co are reason to trust ecommerce. keep up the good work. looking forward to do business again.', 'thankyou Alhamdulillah trading co for delivering phone fast and on time. they delivered box packed genuine product. businesses like Alhamdulillah trading co are reason to trust ecommerce. keep up the good work. looking forward to do business again.', 'Great phone and in same condition box packed sealed. Orrigional accessories. Everything is great but delivery was not good by leopard. They tell that delivery is not in that area.', 'Asslaam u Alaikum & Thanks to seller after my order I received phone in 50/- Hrs very fast service of Daraz & Seller.I got phone in genuine condition.God bless u Brother', 'very nice mobile infnix Note 30 quality is amazing colour osam Thanks draz', 'appreciation for Daraz and seller.. placed order and recieved in less than 24 hrs.. fast and safe delivery.. thumbs up 👍', 'very good phone in this budget. very sleek design, good battery , graphics and performance.', 'best quality original product', ""Seller is cooperative. Delivery was on time. Product quality is as shown in the photos. Packing was not upto the mark. Seller is requested to properly pack the mobiles. I'll definitely buy from this seller in future."", 'main nay infinix note 30 horder kia black colour main MA SHA ALLAH bhut acha sat ha use krnay me..i like this thanks to draz...']","['Abdul G.', 'Meerullah', 'smawkm', 'smawkm', 'Meerullah', 'Muhammad A.', 'Zeeshan A.', 'Umair S.', 'Abu B.', 'ALI R.', 'Salman B.', 'adnan A.']"
18,Samsung A24 8GB+128GB,"['It was an absolutely amazing experience. ordered on the 17th-October night and got it around 01-pm afternoon on 18th-October in less than 12 hours. As far as the product is concerned, Samsung is always a great experience as I have been a user of it since the beginning of the Android era back in 2010. Thanks, Daraz and seller, for extreme level service. Daraz is a highly recommended e-commerce platform of Pakistan from 2016 to till date, never disappointed me with services.', 'Perfect packing timely delivery original product 100% Authentic excellent experience Highly recommended for those who afraid to buy costly items online . thanx seller n Daraz.', 'Excellent 👌', 'Genuine Product ❤️❤️❤️ Thanks Seller 😊🤩🤩 Thanks Daraz 👍👍', 'Awesome mobile excellent service by', 'ماشاءاللہ جس رنگ میں آرڈر کیا تھا وہی ملا ہے اور موبائل ڈبہ پیک تھا جو اپنے ہاتھ سے کھولا اور آج سے ہی وارنٹی شروع ہوئی، ڈیلیور بھی وقت سے پہلے ہوا۔شکریہ سیلر', 'I am very Happy. the phone is great and delivered within 2 days. thanks', 'Orginal stuff. Satisfied!', 'genuine sealed product, warranty started after i started using it. 1st very good online experience on mobile. always check authentic brand verified from daraz.', 'very satisfied mobile is very good thnku seller n daraz', 'Overall very satisfied with the A24. It’s quite responsive and has worked flawlessly thus far. It is PTA Approved and arrived in fully packed and sealed condition.', 'Received Good Mobile']","['Muhammad K.', 'Umar', 'khan K.', 'Amdad S.', '3***8', 'Muhammad A.', 'gulraiz A.', 'Sameed S.', 'Muhammad W.', 'sadia I.', 'B***.', 'Muhammad T.']"
19,"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery","['1 . Look & Design: Phone is awesome in look very beautiful design. Feels like premium flagship 2. Performance : Satisfactory 3. Battery : Awesome 4. Front Camera Average 5. Back Camera : Good but not excellent 6. Over all : Value for money. Recommended this item.', 'بہت ہی اچھا موبائل ہے اور بہت پیاری پیکنگ ہے بیسٹ کوالٹی کا موبائل ہے اور بہت ہی کام قیمت میں', '1. Look & Design : Phone is awesome in look ver beautiful design. Feels like premium flagship 2. Performance : satisfactory 3. Battery : Awesome 4. Front Cam: Average 5. Back Camera: good but not excellent 6. Over all: value for money. Recommended in tgis price segment', 'I like the product its non active device and nicely company packed. I Always order from your store. 👍 thanks i received samecolor as i want', 'بہت ہی اچھا موبائل ہے اور بہت پیاری پیکنگ ہے بیسٹ کوالٹی کا موبائل ہے اور بہت ہی کام قیمت میں', ""Product was delivered within two days, Alhamdolillah I received the same phone as they promised. I was worried about the delivery of the product but the seller was very cooperative. Thankyou again. I am unable to share my phone's pictures because i captured them from my old phone, and unfortunately its battery is dead, (the reason i bought this phone). I would definitely recommend people to buy from AlhamdoLillah Traders Co. They are trusted 😃, From: Dera Ismail Khan."", ""Trusted Vendor, Responsive.. well packed received in a very good condition.. a Very beautiful Mobile phone, haven't used yet but Hope it would work great... thanks Seller"", 'I Give 5 Star Rating on this product. The seller is very cooperative, honest, friendly and has fast delivery service. Give me the original product. same as show in add. Thanks seller and thanks Daraz.', 'So i ordered white color accidentally but mene seller ko chat me kh dia k mugha green chahiya and he said ok but seller ne bhi galti se white bhj dia. Jb mugha deliver hua to mene unse contact kia and unho ne mugha replace krna ki offer ki k ap is shop pr ja kr clr change krwa le. Amazing after sales. And the product i got is genuine box packed.', 'bat acha mobhil phone ha good service ha aor fast Delivery ha thank you draz and seller ❤❤', ""Seller: I had a remarkable experience with this seller. They were highly responsive, and my order arrived in just 4 days, faster than the estimated 10-14 days. The phone was brand new, PTA approved, and well-packaged. Phone: Impressive The phone is excellent. It excels in camera quality, touch sensitivity, screen resolution, and speed, all receiving a perfect 10/10 rating. The only drawback is the 5000mAh battery's faster drain."", 'Honest seller and a good one, seller should dispatch the phone on next working day or in 2 days. Mine was dispatched a bit later but thankfully leopard didn’t take much time to deliver. I collected it myself on Saturday else could have been Monday.']","['Abdul S.', '3***8', 'Sardar F.', 'M J.', '3***8', 'Muhammad A.', 'Zakir S.', 'WASEEM A.', 'Zaid S.', 'Mahar B.', 'SAQIB N.', 'Salman N.']"
20,itel A60s 4GB RAM* +128GB ROM 6.6″ HD+ Display 5000mAh Battery PTA approved Official Brand Warranty,"['Reciceved it in 3 days good mobile original no damage to the product original charger was also in the box Recommended Seller', 'Product is original and as per details given. Delivered well before the committed time. Good presentable packaging, delivery is safe and sound.recommended the saller.', 'UNBEATABLE PRICE BY SELLER VERY CO OPERATIVE SELLER BUT VERY LATE ANSWERING . OVERALL 10/10 THANK YOU TO DARAZ PLATFORM', 'very nice good quality mobile average price rom 128GB', 'very good seller original product', 'zaberdast 10/10', 'Seller product and service is OK, well packed, but itel company quality is not competitive to its other sister concerns Tecno etc, especially cam result. Software version is 12 standard but starting boot logo shows go edition (serious mistake from professional company level) which confused me. Overall Good.', 'Reciceved it in 3 days good mobile original no damage to the product original charger was also in the box Recommended Seller', 'I am very happy to receive my ordered Mobile phone, which has arrived safe and sound.', 'received as described thanks', 'bhot acha mobil hy.jesy disply men tha same wesy hi ayaa hy.', 'Good mobile in a very reason able price...']","['Noman A.', 'Aziz U.', 'Muneeb R.', 'Muhammad F.', 'shehzad A.', 'Muhammad R.', 'Abdul M.', 'Noman A.', 'Ali R.', 'Imran A.', 'Muhammad A.', 'Shahid M.']"
21,Samsung A14 4/128,"['Nice Cell phone delivered safely but 1 thing is shameful that no adopter with mobile at this heavy price.. only data cable found in the box .. Great services by daraz', 'mobile ki packing bhi achi ha.or original sumsang ki packing ki halat ma received howa ha dil khush kar diya daraz ki service na', 'Thanks a lot Daraz for their phenomenal service and a great discount of 5000 the device is very reasonablekeeping the current situation of the inflation I would highly recommend this over all other Chinese brands the look and feel of the device is awesome same like the flagship series of samsung and performance is also acceptable overall the only drawback being the charger not included with the device, which adds another couple of thousand to the already inflated price But still I like the phone thanks again daraz for providing the great experience and service Thanks a lot Daraz 😊❣️💥', 'mobile ki packing bhi achi ha.or original sumsang ki packing ki halat ma received howa ha dil khush kar diya daraz ki service na', 'AoA Main daraz sy phly bhi orders krta hun but is order py mujy bohat kushi hui ha kun k ya order mujy diy gy time sy phly hi mill gya. Main is sy kush hua aor time py mari zarort puri ho gai aor mujy zada wait ni krna para. Product bhi theak ha.same as company paking. Thanks Allah Hafiz', ""The Samsung A14 is a solid choice for those seeking a budget-friendly smartphone. With 4GB of RAM and 128GB of storage, it handles daily tasks with ease and provides ample space for apps and media. The device's performance is snappy, and it runs apps smoothly. The camera quality is good for the price range, and the battery life is impressive. If you're looking for a reliable smartphone with a balance of performance and storage, the Samsung A14 won't disappoint."", 'Original product Box packed - Thanks Daraz ❤️🥀', 'V Goood', 'same as described original phone hai. aur colour b same bejhi hai thanks seler and daraz.', 'Very fast service selar and orignal products and same color thanks daraz', 'Time pr deliver hua ek dum fit and non active phone ha. And markt SE discount pr mila', 'The packing of the mobile was very good. The mobile was sent with great careI took the mobile on but my full amount has been charged,I request you to solve this problem']","['Mrs A.', 'habib H.', 'UMER', 'habib H.', '3***0', 'Muhammad I.', 'Mian J.', 'Vicky A.', 'Shah R.', 'Babar A.', 'm N.', 'Sami J.']"
22,Redmi A2+ || 3GB Ram 64GB Rom || 5000mAh Battery Xiaomi Redmi A2 Plus,"[""Original Product, Packing for logistics was excellent. Delivered on first promised day( took 4 days to deliver a standard time. price slight higher than company declared price and market price but it's ok in case of 0%installments"", 'Thanks to the seller for the phone the same as I ordered, the same color keeps your trust to people but guarantee card is Missing I ordered one more same mobile with an other number', 'received my package today good looking mobile in this price tag.', 'very nice and good mobile in this price range and its my first experience very good experience', 'Honest Seller, the product was same as shown. delivery little bit late but the seller 100% Recommend.', 'same product. jo btaya wohi delivere kia delivery service boht fast hy. good.', 'Xiaomi no 1 world choice nice fone big battery charging type C honi chahia thi.', 'Seller responded on time, sent earlier and received well, 5 star for good experience', 'received my package today good looking mobile in this price tag.', 'amazing parcel jesa dekhaya gya wesa hi Aya zabardsht 😍 fully certifies', ""box was damaged and not well packed, set is working fine so far and product is original. can't comment if it's not repacked as not aware how to check"", 'Original Product Pta Approved Before time recieved Recomended']","['Nasir', '3***1', 'Atif S.', 'Aliyan M.', 'Muhammad H.', '3***1', 'Mian Z.', 'Muneeb A.', 'Atif S.', 'A***.', 'H***.', 'samreen K.']"
23,"Redmi 12C - 6.71"" Inch Display - 4GB RAM","['Mobile was repacked there was no company seal when i confirmed from MI service center they confirm that mobile was Repacked and was Activated 11 days before purchasing date and this shop owner have Assured me and other customers that mobile is not repacked and you will activate for the first time they lied and they are selling the product at increased price from official price but we have comprised on price that they will give us seal pack product but they scammed us and given us a repacked product which was activated before Purchasing.', 'Nice mobile delivery in time thanks for seller', 'thank you draz and thank you seller bohat Acha mobile Hy or same colour Jo order Kia tha bohat Acha seller Hy over all very nice and good experience', 'product delivered with in the time period given. thanks daraz and seller for keeping our trust.', 'First experience for buying mobile phone from Daraz, good Mobile Phone with reasonable price, Seller is very cooperative. Recommended Seller 👍', 'Like every time, this time also the experience was very good and I received the delivery on time. Thank you daraz', 'original product and sealed. bus delivery time zyada laga tha may be due to 11 11', 'It’s quite nice product and original and the delivery time was also affable', 'very good mobile phone', 'فون مجھے مل گیا پی ٹی اے پروؤ ہے بہت اچھی پیکنگ تھی جو آرڈر کیا تھا وہی ملا ہے بہت شکریہ', 'Received sealed pack. Same as ordered. Satisfied', 'Original product at good price.']","['Asim A.', 'Faisal K.', '3***6', 'Namaloom F.', 'Arslan A.', 'Abdul B.', 'Faysal', 'Muhammad A.', 'Vaqar A.', 'J***.', 'Muhammad U.', 'Hasan O.']"
24,"Redmi Note 12 8GB Ram 128GB Rom, Display Size 6.67 Inches, Battery Capacity 5000 mAh , Fast charging 33W",['Jo order kia tha wohi mila hai.Seller bhi acha hai.Thanks seller and Daraz.'],['Adnan Y.']
25,"itel S23 8GB Ram 128GB Rom 6.6"" Display 5000mAh Battery and 50MP Camera PTA Approved with One year brand Warranty","['#11.11 Genuine seller, he sent exact same item as shown. Phone was seal packed and brand new. Loved the phone. Such a great buy in so affordable price🥺❤️ totally loved it.... highly recommended😍 Thank u daraz Thank u seller .... 5 stars from my side🌟🌟🌟🌟🌟', 'very nice set seller is very cooperative special thanks color is same as asked', 'nyccc mobile delivery time very short jasa mobile dhka tha wasa he haa', '#11.11', 'very good mobile phone on this price.pin pack phone hai .thanks daraz and seller .sellar is honestly with me', 'Non Active Mobile he Bheja h, warna daraz pe already active aur use mobile bhej date hen seller. thanks seller', 'I am happy to receive my parcel as well as my favorite cell phone itel S23.', ""had a great experience with buying online. was a little worried to make this big of a purchase but didn't had any issues so far. the device itself is very good specially in this budget. thank you seller"", 'very nice set seller is very cooperative special thanks color is same as asked', 'Better quality, Recommended...', 'best mobile with seal packed', 'Genuine Product Highly recommend to buy Battery 30 hours work camera bus okay or everything end level Black colour deadly look']","['s***.', 'NAVEED A.', 'Mi S.', 'Tahir H.', '3***2', 'WASEEM A.', 'Mian A.', 'waqar S.', 'NAVEED A.', 'muhammattayyab', '3***0', 'E-P M.']"
26,Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,"['Mobile is original as shown in the picture I give 5 Star to the seller honest seller But the leopard courier is third class delivery they could not deliver thier behaviour is very rude', 'Bohat zabardast phone aya h same as shown mujha pehla dar tha k fake na ho but ya fake nai tha 10/10 ❤️❤️❤️', '#11.11 .Excellent service by daraz.purchase on installment cheaper then market.thanks daraz', ""😍Very authentic seller❤️thank you so much✨ received in a great condition and delivery was also fast...much better price on daraz 11.11 sale... it's PTA approved also 👍 recommended ✅ #11.11"", '#11.11 .Excellent service by daraz.purchase on installment cheaper then market.thanks daraz', 'Good infinix Moblie And PTA Aproved Mobile Good sellar', 'exellent', ""with this vendor I HV placed many times and I get delivery on very next day always. I don't know the trick of this vendor how he delivers on very next day. always he sends the right product and same color as per order always and with good packing he sends"", 'I received Original PTA Approved Infinix Hot 30 mobile phone packing was excellent 👍 the phone is exactly what i expected delivery time was very quick and i also recommend others to purchase phones from this seller. The seller is very honest and committed.', 'excellent service received on time all things good 👍', 'Original product & Fast delivery.. seller recommend', 'Received first day of given Date.']","['3***1', 'Fatima S.', 'Naveed A.', 'Huda S.', 'Naveed A.', 'Sanjay K.', 'malik A.', 'Kashif I.', 'Muhammad I.', 'imran', 'Muhammad B.', 'Farrukh M.']"
27,A57 3gb ram and 32gb memory,"['hamy dkhaya naya mob or use me diya ha mobile isk price5000 hen market me dhoka hua ha ye dkahya kuch diya kuch dabba pak bhi nahi ha ye return karna ha hamy ye', ""the ad was a new mobile but I received a used mobile those rates in the market are 5000 which is 5000 which I bear 12th and it's a clear fraud"", 'very bad experience set khula hua he aur refurbished hai camera oppo ka nhe he changed he aur set used he bht rough used he battery bekar hai', 'Good Quality Thanks Daraz Saler', 'Mna First time try kia.... or Allhamdullilah ma bohat kush hou ka mra parcel bilkul mra mind ka mutabik aya...or time par hi receive huva mjy....Thanks ☺', 'Time delivery within 2 day, phone quality very good, with charger, charger cable, and head phone, thank you very much. good service, good conversations, and supporting.', 'mashaAllaha Mobil bhi best tha aur sth ma packing bhi bht zabardast thi thank you sir 😊', 'i am satisfied received my order as shown. good work', '1st time daraz Sy mobile magwaya hai bhot zabardast hai.', 'received my order... 100 % original product.. fully satisfied..', 'same ha bht acha chal raha mobile tnx saler', 'very nice products thanks for daraz & seller']","['Hani', 'Sham S.', 'Aftab H.', '3***8', '3***5', 'Farooque Z.', 'Ahmad K.', 'Salman A.', 'zeeshan S.', 'Salman A.', 'Haniya G.', 'M I.']"
28,"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging","['received Original Product of Redme... Seller Response Very Good and Early. Satisfied 👍', 'Great mobile, fast charging bhi nahi hai and No Glass No Cover. Best for my Rayyan Ali Khan.', 'excellent.. thanks for delivering in quick time', 'delivery & products quality is very good I recommend to any one who interested', 'MashAllah nice mobile', 'bhot acha mobile received hoa Hai', 'gorgeous phone. Better than anticipated', 'bht achi cheez bheji hy in time jo color btaya wo he send kiya thanks', 'acha phone ha MashaAllah', 'Good product 💯💯💯', ""this is my 3rd phone from the seller. and I'm much satisfied with the quality and sellers response. they are so helpfull.and got the phone before its delivery time."", ""The product is very good and I'm happy to see it. Thanks to Daraz and the seller""]","['Muhammad U.', 'Yar M.', 'Khalifullah', 'babarhussain', 'Sher Z.', '3***4', 'Dr M.', '3***3', 'Raja K.', 'Zia U.', 'Namaloom F.', 'Muhammad A.']"
29,TECNO CAMON 20 - 8GB+8GB RAM 256GB ROM - 5000 mAh Battery,['waqt se pehly Dilevry hogai. mob b new he. jazakallah dear'],['3***6']
30,"Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""","['Thanks for Daraz & Tecno Flagship store Mobile boat acha hai or pin packed hai deliver bhi 1 din hogya. I am very happy once againThanks for Daraz & Tecno Flagship store.', 'thank you so much Tecno Company Zaberdast mobile hy aaj hi lunching ceremony thi or aaj hi mil gaya once again thank you so much Tecno', ""This is my first experience buying a phone from Daraz. it's good for me. The phone is ok! non-repack/non-active. I am 100% satisfied for daraz only for this product only! Tecno 20 camon"", ""best experience with Daraz and best experience with this seller. great product and we'll packing.I satisfied with Daraz and with this store. best mobile Tecno Comman 20 with this price."", ""This is my first experience buying a phone from Daraz. it's good for me. The phone is ok! non-repack/non-active. I am 100% satisfied for daraz only for this product only! Tecno 20 camon"", 'thank you so much Tecno Company Zaberdast mobile hy aaj hi lunching ceremony thi or aaj hi mil gaya once again thank you so much Tecno', 'thank you daraz mall, thank you tecno for this amazing experience. i have placed my order for tecno camon 20 pro as well hope i receive it in black color and in perfect condition as i received this one. thanks in advance', 'The phone is awesome given the price tag with amoled display has good display and very little bazzles which makes the whole viewing experience good. processor should have been atleast helio G96 only this is the con. cameras are average.', ""Perfect phone is this price bracket.. cheaper then mobile market's price, market price 60k... extra discount on bank card btw delivered after a day.. over all experience 9.5/10"", 'i really pleased to share my review regarding this awesome purchase..i am 100% satisfied with daraz and Techno official store..Device is genuine and packing of device was up to the mark. I extremely grateful to Daraz management. #11.11', 'bht hi acha mobile hai warranty card bhi sath hai or bht hi jaldi receive hoa hai', 'Received on time there is no user manual inside only PTA approved and warranty card. Overall good experience.']","['M. F.', 'Z***.', 'A***.', '3***1', 'A***.', 'Z***.', 'Fahd S.', 'M***.', 'Arsalan T.', 'UMAIR H.', 'JAM Z.', 'Muhammad I.']"
